"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","מהירות רוח (מטר לשניה)"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 03:00","9.4","4"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 06:00","15.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 09:00","17.2","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 12:00","23.7","8.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 15:00","27.4","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 18:00","21","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-03-2024 21:00","17.3","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 00:00","21.1","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 03:00","20.2","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 06:00","18.4","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 09:00","19.7","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 12:00","25","4"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 15:00","27","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 18:00","21.2","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","13-03-2024 21:00","17.4","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 00:00","14.6","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 03:00","13.3","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 06:00","12.4","1"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 09:00","16.6","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 12:00","20.4","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 15:00","21.4","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 18:00","19.1","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","14-03-2024 21:00","16.6","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 00:00","14.2","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 03:00","11.6","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 06:00","11.1","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 09:00","17.4","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 12:00","18.1","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 15:00","20.2","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 18:00","18.1","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","15-03-2024 21:00","14.6","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 00:00","12.9","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 03:00","11.7","2"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 06:00","10.6","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 09:00","14.6","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 12:00","17.7","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 15:00","19.2","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 18:00","18","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","16-03-2024 21:00","14.7","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 00:00","13.1","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 03:00","12.5","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 06:00","10.3","1"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 09:00","16.1","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 12:00","20.9","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 15:00","22","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 18:00","19.9","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","17-03-2024 21:00","18.1","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 00:00","18.1","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 03:00","17.8","3"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 06:00","17.9","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 09:00","19.2","5"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 12:00","21.7","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 15:00","21.9","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 18:00","18.5","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","18-03-2024 21:00","15.9","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 00:00","15.4","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 03:00","14.9","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 06:00","14.2","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 09:00","12.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 12:00","15.7","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 15:00","15.4","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 18:00","17.8","8"
"חיפה בתי זיקוק 01/1999-03/2025","19-03-2024 21:00","17","8.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 00:00","15.9","4"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 03:00","15.8","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 06:00","16.4","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 09:00","13.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 12:00","17.6","8.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 15:00","20.2","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 18:00","18.7","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","20-03-2024 21:00","14.8","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 00:00","14.8","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 03:00","13.8","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 06:00","14.3","8.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 09:00","16.2","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 12:00","21.7","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 15:00","22.4","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 18:00","20","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","21-03-2024 21:00","17.4","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 00:00","15.5","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 03:00","14.1","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 06:00","15.2","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 09:00","17.3","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 12:00","19.7","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 15:00","18.9","7.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 18:00","17.4","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","22-03-2024 21:00","16.4","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 00:00","15.3","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 03:00","13.8","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 06:00","11.8","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 09:00","15","1"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 12:00","18.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 15:00","19.6","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 18:00","17.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","23-03-2024 21:00","14.7","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 00:00","13.8","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 03:00","11.4","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 06:00","11.2","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 09:00","14.9","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 12:00","18.1","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 15:00","18.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 18:00","17.1","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","24-03-2024 21:00","16.2","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 00:00","16","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 03:00","13.9","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 06:00","12.8","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 09:00","18.2","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 12:00","20.4","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 15:00","21.1","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 18:00","18.2","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","25-03-2024 21:00","16.6","4"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 00:00","14.3","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 03:00","14.3","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 06:00","13.1","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 09:00","17.7","7"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 12:00","20.8","11.1"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 15:00","22.8","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 18:00","20","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","26-03-2024 21:00","18.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 00:00","16.2","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 03:00","15.3","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 06:00","13.9","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 09:00","18.5","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 12:00","23.8","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 15:00","26.1","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 18:00","25.2","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","27-03-2024 21:00","19.9","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 00:00","18.4","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 03:00","14.8","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 06:00","19.2","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 09:00","22.8","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 12:00","28.3","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 15:00","26.8","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 18:00","25.2","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","28-03-2024 21:00","20.4","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 00:00","17.1","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 03:00","22.9","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 06:00","18.2","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 09:00","20.8","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 12:00","24.3","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 15:00","25","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 18:00","22.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","29-03-2024 21:00","18.6","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 00:00","17.3","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 03:00","16","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 06:00","14.3","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 09:00","17.9","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 12:00","28.3","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 15:00","24.1","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 18:00","22.6","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","30-03-2024 21:00","20","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 00:00","18","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 03:00","22.4","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 06:00","22.3","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 09:00","23.8","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 12:00","29.8","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 15:00","32","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 18:00","24.9","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","31-03-2024 21:00","22.5","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 00:00","21.9","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 03:00","16.2","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 06:00","15.2","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 09:00","25.1","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 12:00","30.8","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 15:00","27.9","6"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 18:00","26.4","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-04-2024 21:00","21.8","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 00:00","20.9","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 03:00","16.9","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 06:00","17.3","1"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 09:00","22.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 12:00","31.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 15:00","26.1","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 18:00","25.1","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","02-04-2024 21:00","21.1","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 00:00","20.3","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 03:00","19.1","3.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 06:00","17.1","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 09:00","22.2","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 12:00","27.8","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 15:00","26.5","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 18:00","22.5","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-04-2024 21:00","18.7","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 00:00","16.3","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 03:00","16.7","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 06:00","15.8","0.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 09:00","16.8","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 12:00","25.3","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 15:00","28.7","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 18:00","21.5","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-04-2024 21:00","18.3","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 00:00","16.6","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 03:00","16.2","1"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 06:00","15.1","0.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 09:00","17.3","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 12:00","24.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 15:00","26","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 18:00","21.3","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","05-04-2024 21:00","17.9","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 00:00","17.3","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 03:00","15.7","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 06:00","14.7","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 09:00","18.7","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 12:00","22.8","6"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 15:00","23.5","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 18:00","20.7","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","06-04-2024 21:00","18.9","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 00:00","17.6","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 03:00","15.3","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 06:00","16.1","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 09:00","19.5","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 12:00","23.2","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 15:00","22.8","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 18:00","20.4","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-04-2024 21:00","18.3","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 00:00","15.9","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 03:00","14.8","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 06:00","15.7","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 09:00","18.3","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 12:00","19.3","3"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 15:00","23.9","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 18:00","21.2","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","08-04-2024 21:00","18.4","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 00:00","14","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 03:00","16.8","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 06:00","16.7","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 09:00","17.7","6"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 12:00","19.2","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 15:00","20.1","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 18:00","19.4","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","09-04-2024 21:00","17.4","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 00:00","15.7","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 03:00","15.6","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 06:00","15.6","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 09:00","16.5","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 12:00","21.6","8.3"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 15:00","22.9","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 18:00","19.9","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-04-2024 21:00","18.5","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 00:00","16.3","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 03:00","15.6","1"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 06:00","16","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 09:00","19.3","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 12:00","22.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 15:00","23.5","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 18:00","20.6","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-04-2024 21:00","18.1","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 00:00","17.3","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 03:00","16","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 06:00","14.9","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 09:00","19.5","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 12:00","22.1","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 15:00","22.6","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 18:00","20.9","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-04-2024 21:00","18.8","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 00:00","18.6","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 03:00","18.2","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 06:00","18.4","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 09:00","21","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 12:00","23.2","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 15:00","23.5","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 18:00","21.1","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","13-04-2024 21:00","19.3","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 00:00","18.5","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 03:00","18.5","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 06:00","17.8","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 09:00","21.3","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 12:00","24.3","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 15:00","23.7","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 18:00","21.3","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-04-2024 21:00","19.1","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 00:00","18","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 03:00","18","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 06:00","17.3","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 09:00","21.4","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 12:00","24.9","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 15:00","22.1","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 18:00","21.9","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-04-2024 21:00","19.9","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 00:00","18.7","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 03:00","16.7","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 06:00","15.8","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 09:00","21.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 12:00","24.9","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 15:00","25.6","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 18:00","23.7","5"
"חיפה בתי זיקוק 01/1999-03/2025","16-04-2024 21:00","21.1","3.6"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 00:00","19.3","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 03:00","15.9","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 06:00","18.3","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 09:00","25.5","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 12:00","31.9","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 15:00","33.5","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 18:00","28.1","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-04-2024 21:00","22.4","2"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 00:00","21","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 03:00","26.1","9.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 06:00","23.4","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 09:00","25.7","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 12:00","26.4","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 15:00","23.8","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 18:00","22.4","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-04-2024 21:00","20.5","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 00:00","19.7","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 03:00","18.2","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 06:00","16.4","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 09:00","20.6","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 12:00","24.7","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 15:00","24.4","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 18:00","21.7","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-04-2024 21:00","19.3","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 00:00","18.1","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 03:00","16.1","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 06:00","13.4","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 09:00","20.1","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 12:00","24.3","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 15:00","23.6","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 18:00","21.4","6"
"חיפה בתי זיקוק 01/1999-03/2025","20-04-2024 21:00","18.8","2.6"
